2566, 0.2566
1840, 0.184
1361, 0.1361
1083, 0.1083
776, 0.0776
617, 0.0617
442, 0.0442
359, 0.0359
238, 0.0238
195, 0.0195
146, 0.0146
85, 0.0085
76, 0.0076
61, 0.0061
48, 0.0048
26, 0.0026
18, 0.0018
15, 0.0015
14, 0.0014
9, 0.0009
10, 0.001
3, 0.0003
3, 0.0003
1, 0.0001
5, 0.0005
1, 0.0001
0, 0
0, 0
0, 0
1, 0.0001
0, 0
0, 0
1, 0.0001
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
