76.5385, 196.338, 263.219, 248.217, 205.599, 146.497, 102.004, 66.832, 48.2028, 36.8887, 25.7619, 17.1902, 14.2702, 9.94634, 7.67261, 5.12701, 3.75386, 3.11225, 2.33801, 1.89974, 1.53861, 1.08213, 0.692877, 0.461184, 0.390556, 0.266112, 0.265716, 0.187234, 0.130528, 0.0949571, 
62.2728, 166.61, 221.803, 227.16, 194.577, 138.508, 101.026, 66.7805, 49.5602, 36.6391, 25.8739, 19.3552, 14.364, 10.4045, 7.79795, 5.80468, 4.36857, 3.37675, 2.28651, 1.73001, 1.14012, 0.865735, 0.666965, 0.54643, 0.384744, 0.351769, 0.19195, 0.126689, 0.104512, 0.0982449, 
46.081, 120.47, 166.165, 175.048, 156.779, 122.514, 93.6695, 66.9297, 51.4736, 37.2495, 28.0348, 19.7632, 15.407, 10.7484, 7.99351, 5.9759, 4.58137, 3.06726, 2.50639, 1.86028, 1.55314, 0.940227, 0.721959, 0.543934, 0.401539, 0.322818, 0.207402, 0.104156, 0.125989, 0.104753, 
31.0303, 81.1018, 113.682, 128.95, 120.045, 100.835, 81.6001, 61.2969, 46.1095, 36.5612, 27.0258, 19.3956, 14.9337, 11.4336, 8.11879, 6.38014, 4.62663, 3.36618, 2.50274, 1.97353, 1.42014, 1.1142, 0.958058, 0.572345, 0.481701, 0.352957, 0.236559, 0.138612, 0.142807, 0.122488, 
18.6267, 53.3266, 77.948, 87.843, 92.0455, 78.591, 65.5494, 52.2823, 40.6908, 31.4665, 23.3726, 18.3229, 14.6909, 10.7099, 7.91996, 6.40972, 4.74836, 3.2709, 2.76281, 2.13273, 1.39864, 1.14899, 0.765156, 0.623972, 0.374274, 0.258934, 0.243732, 0.168228, 0.116527, 0.0929379, 
11.817, 37.8228, 51.0886, 63.0661, 66.2764, 59.794, 50.729, 43.0325, 34.0504, 28.6767, 21.3813, 16.2553, 13.2688, 9.25235, 6.63741, 5.59899, 4.41171, 3.37438, 2.3099, 1.94926, 1.36998, 1.05272, 0.752909, 0.586629, 0.460694, 0.261444, 0.184325, 0.181957, 0.133369, 0.110302, 
8.23209, 23.7129, 36.7692, 42.975, 46.9176, 46.3181, 39.1709, 34.5465, 29.7401, 23.9311, 18.1929, 14.4556, 11.825, 8.84235, 7.0521, 5.3754, 3.70318, 3.17192, 2.39269, 1.82817, 1.33283, 1.09651, 0.775059, 0.629556, 0.528762, 0.309728, 0.227985, 0.204741, 0.142348, 0.121933, 
4.96434, 16.9168, 25.1588, 30.1179, 32.7199, 33.1879, 29.4266, 27.3301, 22.6596, 18.9278, 15.7897, 12.3982, 10.2083, 7.49121, 6.57204, 4.75465, 3.50738, 2.73477, 2.20873, 1.56026, 1.29605, 0.956245, 0.703666, 0.589698, 0.478797, 0.355078, 0.298366, 0.15301, 0.126992, 0.0818733, 
3.60775, 10.8091, 17.3193, 21.9884, 23.7781, 22.7346, 22.5506, 20.5506, 18.453, 15.4115, 12.6619, 10.2782, 7.57151, 6.77207, 4.87497, 3.89884, 2.78997, 2.02119, 1.80921, 1.31154, 0.993908, 0.839405, 0.663244, 0.538791, 0.45353, 0.336542, 0.223166, 0.169052, 0.0955902, 0.0737165, 
2.45009, 6.67607, 11.5619, 14.1625, 15.6736, 16.3406, 15.7387, 14.3079, 14.0539, 12.3345, 10.8718, 8.32067, 7.0638, 5.6612, 4.28487, 3.02734, 2.83411, 2.0398, 1.65141, 1.19104, 1.035, 0.664279, 0.609999, 0.479209, 0.339941, 0.237591, 0.215338, 0.15132, 0.0829528, 0.0761426, 
1.94421, 4.95702, 8.11484, 10.2282, 12.0379, 11.6811, 12.0445, 10.6046, 10.2467, 9.64662, 8.2581, 6.6271, 5.50257, 4.52701, 3.43004, 3.28664, 2.25371, 1.88614, 1.37508, 1.05472, 0.865782, 0.701775, 0.584272, 0.476178, 0.30018, 0.250476, 0.186625, 0.15233, 0.104083, 0.104052, 
1.10025, 3.744, 5.15911, 7.13982, 9.16028, 8.35259, 9.4177, 8.72993, 7.975, 7.28213, 6.20623, 5.38428, 4.45149, 4.01733, 3.26366, 2.42145, 1.9891, 1.65306, 1.29771, 0.900352, 0.753774, 0.603058, 0.540835, 0.318579, 0.275335, 0.223499, 0.224885, 0.170383, 0.128049, 0.0793503, 
0.652415, 2.73606, 3.77916, 5.59651, 6.33035, 6.26995, 6.91662, 6.99751, 6.42285, 5.71409, 5.12161, 4.14113, 4.07521, 3.00407, 2.86913, 2.44547, 1.78283, 1.30675, 1.3015, 0.858399, 0.622324, 0.493789, 0.387897, 0.29676, 0.196899, 0.174908, 0.1343, 0.107096, 0.0793678, 0.0617503, 
0.466069, 1.96225, 3.18736, 3.46396, 3.79568, 4.85677, 4.71909, 4.97758, 5.32183, 4.21896, 3.94281, 3.81345, 2.92816, 2.81759, 2.08943, 1.86102, 1.30061, 1.13206, 0.871416, 0.719869, 0.514168, 0.46427, 0.353189, 0.261173, 0.18287, 0.164942, 0.125805, 0.102136, 0.0700307, 0.0479326, 
0.457334, 1.33247, 2.03902, 2.63534, 2.83483, 3.23919, 3.48806, 3.65685, 3.68434, 3.23722, 3.20058, 3.00311, 2.44745, 2.03809, 1.64857, 1.3686, 1.26202, 0.799523, 0.660738, 0.571516, 0.43176, 0.330319, 0.318574, 0.252894, 0.202984, 0.16177, 0.114793, 0.0709128, 0.067115, 0.0464701, 
